label,status,hit,latency_ms,expected_id,source,top5_ids,top5_names,used_payload_json
서울 강북구 오현로 29 63 45000000만원,200,1,65.3,844,hit,"[844, 1511, 1355, 2010, 1998]","['카페29', '땅콩카페', 'LG유플러스', '와이낫', '커피읻다']","{""totalAmount"": 45000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""서울"", ""gunName"": ""강북구"", ""dongName"": ""오현로""}, ""exclusiveArea"": ""ANY"", ""option"": [""OPERATION_PERIOD"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
대전 유성구 문지동 651-3 42 50000000만원,200,1,67.8,2174,hit,[2174],['생대목'],"{""totalAmount"": 50000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""대전"", ""gunName"": ""유성구"", ""dongName"": ""문지동""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 양천구 목동 960 30 90000000만원,200,1,67.9,1898,hit,"[1204, 971, 1898, 970]","['고기극찬 양천점', '토리아에즈', '토리아에즈', '토리아에즈']","{""totalAmount"": 90000000, ""monthlyAvgSales"": ""RANGE_50M_100M"", ""mainCategoryId"": [], ""subCategoryId"": [30], ""address"": {""sidoName"": ""서울"", ""gunName"": ""양천구"", ""dongName"": ""목동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""EMPLOYEE_TAKEOVER"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경기 화성시 서신면 전곡리 1113-5 31 20000000만원,200,1,62.2,1489,hit,"[1697, 2567, 1489, 1410, 1857]","['벨루아', '돈발', 'ㅇ', '아워풀데이남양점', '스터디카페 드리밍']","{""totalAmount"": 20000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [31], ""address"": {""sidoName"": ""경기"", ""gunName"": ""화성시"", ""dongName"": ""서신면""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""AUTO_OPERATE"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 강서구 화곡로 398 57 22000000만원,200,1,63.8,1226,hit,"[1226, 2760]","['프렌치메종', '테라']","{""totalAmount"": 22000000, ""monthlyAvgSales"": ""RANGE_10M_20M"", ""mainCategoryId"": [], ""subCategoryId"": [57], ""address"": {""sidoName"": ""서울"", ""gunName"": ""강서구"", ""dongName"": ""화곡로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 서대문구 연세로9길 25 63 55000000만원,200,1,60.1,2755,hit,"[1102, 2755]","['프레쉬 스터디카페 신촌점', '안다르커피']","{""totalAmount"": 55000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""서울"", ""gunName"": ""서대문구"", ""dongName"": ""연세로9길""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""SPECIAL_COMMERCIAL"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경기 성남시 분당구 구미동 143-1 37 100000000만원,200,1,63.1,2476,hit,"[2619, 2476, 2699, 2628, 2447]","['푸라닭', '지코바양념치킨', '비비큐', '비비큐', '푸라닭']","{""totalAmount"": 100000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [37], ""address"": {""sidoName"": ""경기"", ""gunName"": ""성남시"", ""dongName"": ""분당구""}, ""exclusiveArea"": ""OVER_30"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
경기 오산시 밀머리로 87 14 43000000만원,200,1,64.4,727,hit,"[727, 2670]","['삼첩분식', '카페베네']","{""totalAmount"": 43000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [14], ""address"": {""sidoName"": ""경기"", ""gunName"": ""오산시"", ""dongName"": ""밀머리로""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
경기 성남시 수정구 청계산로 686 63 18000000만원,200,1,73.4,2991,hit,"[2991, 628, 2625, 932, 483]","['블루웨이브커피', '위치투커피', '유니크에듀케어 학원', '썸데이', '비너스']","{""totalAmount"": 18000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""경기"", ""gunName"": ""성남시"", ""dongName"": ""수정구""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경기 안양시 만안구 만안로 244 25 200000000만원,200,1,59.8,2812,hit,"[2812, 2944, 2533, 2532]","['공차', '79대포', '공차', '공차']","{""totalAmount"": 200000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [25], ""address"": {""sidoName"": ""경기"", ""gunName"": ""안양시"", ""dongName"": ""만안구""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""EMPLOYEE_TAKEOVER"", ""SPECIAL_COMMERCIAL""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 4}"
서울 도봉구 해등로3길 85 58 40000000만원,200,1,60.2,1683,hit,"[3302, 1683]","['테스트조123', '멍믈리에']","{""totalAmount"": 40000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [58], ""address"": {""sidoName"": ""서울"", ""gunName"": ""도봉구"", ""dongName"": ""해등로3길""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 강서구 마곡중앙로 161-8 15 170000000만원,200,0,59.0,2352,nonhit,[2339],['1943'],"{""totalAmount"": 170000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""서울"", ""gunName"": ""강서구"", ""dongName"": ""마곡중앙로""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""OPERATION_PERIOD"", ""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 4}"
부산 해운대구 우동 1498 30 300000000만원,200,1,67.6,2901,hit,"[2901, 2895]","['긴자료코', '긴자료코']","{""totalAmount"": 300000000, ""monthlyAvgSales"": ""RANGE_50M_100M"", ""mainCategoryId"": [], ""subCategoryId"": [30], ""address"": {""sidoName"": ""부산"", ""gunName"": ""해운대구"", ""dongName"": ""우동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""EMPLOYEE_TAKEOVER"", ""SPECIAL_COMMERCIAL"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
광주 북구 용봉동 1224-6 15 35000000만원,200,1,70.1,1729,hit,"[2501, 1729, 1709]","['파스타집이야', '파스타집이야', '파스타집이야']","{""totalAmount"": 35000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""광주"", ""gunName"": ""북구"", ""dongName"": ""용봉동""}, ""exclusiveArea"": ""ANY"", ""option"": [""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
서울 강남구 테헤란로 152 39 103300000만원,200,1,56.7,935,hit,"[935, 2108, 1419]","['힘난다버거', '버거베어', '카페베네']","{""totalAmount"": 103300000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [39], ""address"": {""sidoName"": ""서울"", ""gunName"": ""강남구"", ""dongName"": ""테헤란로""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
경기 파주시 탄현면 63 31500000만원,200,1,66.9,1615,hit,"[1267, 698, 1615, 1748, 1643]","['이태리 금란', '마임하임카페', '카페 숲', '도란도란', '도도풀']","{""totalAmount"": 31500000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""경기"", ""gunName"": ""파주시"", ""dongName"": ""탄현면""}, ""exclusiveArea"": ""OVER_30"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경남 진주시 대안동 19-6 15 30000000만원,200,1,62.5,1099,hit,[1099],['모모스테이크'],"{""totalAmount"": 30000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""경남"", ""gunName"": ""진주시"", ""dongName"": ""대안동""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""OPERATION_PERIOD"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
충북 청주시 청원구 율량동 2026 42 90000000만원,200,1,60.7,357,hit,"[357, 629]","['전주명가', '코코아']","{""totalAmount"": 90000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""충북"", ""gunName"": ""청주시"", ""dongName"": ""청원구""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 1}"
서울 동대문구 천호대로 23 63 90000000만원,200,1,58.7,1411,hit,"[2456, 1698, 1411, 1329, 1325]","['셀렉토커피', '오레노카츠', '셀렉토커피', '셀렉토커피', '셀렉토커피']","{""totalAmount"": 90000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""서울"", ""gunName"": ""동대문구"", ""dongName"": ""천호대로""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 4}"
서울 영등포구 당산로42길 30 75000000만원,200,1,59.9,557,hit,"[2814, 557]","['멘야무테키 (돈카츠 라멘 돈부리)', '멘야무테키 (돈카츠 라멘 돈부리)']","{""totalAmount"": 75000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [30], ""address"": {""sidoName"": ""서울"", ""gunName"": ""영등포구"", ""dongName"": ""당산로42길""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 4}"
인천 부평구 동암광장로4번길 3 14 210000000만원,200,1,63.7,59,hit,"[2149, 2785, 2233, 59, 2340]","['메가엠지씨커피(MEGA MGC COFFEE)', '맘스터치', '지코바양념치킨', '이삭토스트', '굽네치킨']","{""totalAmount"": 210000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [14], ""address"": {""sidoName"": ""인천"", ""gunName"": ""부평구"", ""dongName"": ""동암광장로4번길""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
서울 송파구 양재대로66길 32 63 30000000만원,200,1,52.9,1896,hit,"[1896, 2978]","['베어스커피', '웨이브라이크']","{""totalAmount"": 30000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""서울"", ""gunName"": ""송파구"", ""dongName"": ""양재대로66길""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 1}"
충남 천안시 서북구 불당동 1539 30 27000000만원,200,1,74.5,2025,hit,"[2470, 2453, 1230, 894, 2025]","['카페츄츄', '아마도스포츠 풋살장', '스무드무드', '마이,디어', '우토리']","{""totalAmount"": 27000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [30], ""address"": {""sidoName"": ""충남"", ""gunName"": ""천안시"", ""dongName"": ""서북구""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경북 김천시 대학로 30 400000000만원,200,1,48.5,3009,hit,[3009],['카모가와스시'],"{""totalAmount"": 400000000, ""monthlyAvgSales"": ""OVER_100M"", ""mainCategoryId"": [], ""subCategoryId"": [30], ""address"": {""sidoName"": ""경북"", ""gunName"": ""김천시"", ""dongName"": ""대학로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""EMPLOYEE_TAKEOVER""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 4}"
서울 용산구 신흥로15길 20 63 45000000만원,200,1,65.5,1785,hit,[1785],['버터북'],"{""totalAmount"": 45000000, ""monthlyAvgSales"": ""RANGE_50M_100M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""서울"", ""gunName"": ""용산구"", ""dongName"": ""신흥로15길""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경기 하남시 위례대로 190 42 20000000만원,200,1,60.9,2594,hit,"[2660, 2594, 1905, 2712, 249]","['도담 김치찌개 백전짜글이', '도담 김치찌개', '드링크무드', '뉴닷&비스페이스', '집쿡꼬마김밥 하남점']","{""totalAmount"": 20000000, ""monthlyAvgSales"": ""RANGE_10M_20M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""경기"", ""gunName"": ""하남시"", ""dongName"": ""위례대로""}, ""exclusiveArea"": ""ANY"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""EMPLOYEE_TAKEOVER"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
부산 영도구 중리로 24 37 47000000만원,200,1,49.9,1651,hit,[1651],['동근이숯불두마리치킨'],"{""totalAmount"": 47000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [37], ""address"": {""sidoName"": ""부산"", ""gunName"": ""영도구"", ""dongName"": ""중리로""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
경기 고양시 덕양구 백양로 79 33 80000000만원,200,1,65.3,309,hit,"[2871, 2937, 742, 309, 2093]","['이디야커피', '크린토피아', '굽네치킨', '앤티앤스', '더벤티']","{""totalAmount"": 80000000, ""monthlyAvgSales"": ""RANGE_10M_20M"", ""mainCategoryId"": [], ""subCategoryId"": [33], ""address"": {""sidoName"": ""경기"", ""gunName"": ""고양시"", ""dongName"": ""덕양구""}, ""exclusiveArea"": ""ANY"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
서울 관악구 신림동 57 120000000만원,200,1,61.5,590,hit,"[2393, 2634, 590]","['레디션 신림', '홀덤치기좋은날', '레디션 신림점']","{""totalAmount"": 120000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [57], ""address"": {""sidoName"": ""서울"", ""gunName"": ""관악구"", ""dongName"": ""신림동""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""AUTO_OPERATE"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
인천 남동구 석정로 515 53 200000000만원,200,1,64.4,1278,hit,[1278],['인디고피시방 간석역점'],"{""totalAmount"": 200000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [53], ""address"": {""sidoName"": ""인천"", ""gunName"": ""남동구"", ""dongName"": ""석정로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
충북 청주시 흥덕구 가경동 2256 36 73000000만원,200,1,66.1,363,hit,"[2275, 363]","['가장 맛있는 치킨', '동면관']","{""totalAmount"": 73000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [36], ""address"": {""sidoName"": ""충북"", ""gunName"": ""청주시"", ""dongName"": ""흥덕구""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경기 화성시 방교동 766-9 37 45000000만원,200,1,62.5,368,hit,"[1966, 368, 321]","['창화당', '멕시카나', '이마트24(emart24)']","{""totalAmount"": 45000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [37], ""address"": {""sidoName"": ""경기"", ""gunName"": ""화성시"", ""dongName"": ""방교동""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
인천 부평구 경원대로 1246 63 185000000만원,200,1,67.1,1542,hit,"[1542, 1852, 301]","['메가엠지씨커피(MEGA MGC COFFEE)', '이삭토스트', '이삭토스트']","{""totalAmount"": 185000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""인천"", ""gunName"": ""부평구"", ""dongName"": ""경원대로""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""EMPLOYEE_TAKEOVER"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
